Senior Frontend utvecklare - Full Stack - 411 04 Göteborg - Indeed.com,"Goda kunskaper om modern UX Erfarenhet av full-stack lösningar baserat på PHP Kunskap om REST, XML, MySql, DevOps/Kontinuerlig leverans Förmåga att uttrycka sig väl i tal och skrift på svenska och engelska Erfarenhet av IT inom bank och finans Arbetat med agila metoder Bekant med bokföring och affärssystem"
Frontend developer - 111 30 Stockholm - Indeed.com,"Around 3 years in a similar position, JavaScript or TypeScript, JS frameworks such as Angular, React, Vue, or similar HTML5, CSS3 and code versioning tools"
Frontend Developer - 111 23 Stockholm - Indeed.com,"A Bachelor's degree or higher in engineering, or equivalent working experience Strong proficiency in Javascript and/or Typescript, willing to learn new languages Proficiency in React Native and/or ReactJS. All-round skill set for software development (integrating with REST APIs, git, etc.) Entrepreneurial mindset and not afraid to get your hands dirty Quick learner and hard worker Fluent in English Holding required permits to work and live in Sweden This is a full time position. Part-flexible location with the Alex Therapeutics office located at Upplandsgatan 7, Stockholm 5 weeks paid vacation, pension and wellness benefits"
Frontend developer - 111 30 Stockholm - Indeed.com,"Around 3 years in a similar position, JavaScript or TypeScript, JS frameworks such as Angular, React, Vue, or similar HTML5, CSS3 and code versioning tools"
Frontend Developer - 111 23 Stockholm - Indeed.com,"A Bachelor's degree or higher in engineering, or equivalent working experience Strong proficiency in Javascript and/or Typescript, willing to learn new languages Proficiency in React Native and/or ReactJS. All-round skill set for software development (integrating with REST APIs, git, etc.) Entrepreneurial mindset and not afraid to get your hands dirty Quick learner and hard worker Fluent in English Holding required permits to work and live in Sweden This is a full time position. Part-flexible location with the Alex Therapeutics office located at Upplandsgatan 7, Stockholm 5 weeks paid vacation, pension and wellness benefits"
Frontend Developer - Stockholm - 114 56 Stockholm - Indeed.com,"Develop and maintain our web and mobile applications Potentially lead and manage our frontend team Coordinate, discuss and decide upon solutions, improvements and implementations in your line of expertise. Report to and work closely with appointed members of the development team. Develop a close relationship with marketing, sales and CX relations to bring improvements and life cycle management needs to the table. Prefearly 4-5 years of experience are what we believe you have in your baggage. Expert/Ninja in Javascript, frameworks, API integration and related stuff. Master of CSS with design, styling and general cleverness applied. Experience with mobile hybrid frameworks (We use React Native). Experienced in API Design, LCM & implementations (like REST API, OpenAPI specs). Experienced with DDD/TDD. Experienced with CD/CI. Worked in fast paced environments with Lean Startup, Agile and similar methodologies. Not afraid to get, have or handle responsibilities. Eager to learn, show off and teach others about new findings, technologies and methods. Very good skills in english, spoken and written. Communication is everything! We do dailys. We need a person that is agile and adaptable to change. A fast paced environment, adopting new technologies if we find them useful and helpful that do not mess with our long term goals. A very modern approach to the stack, separation in both the vertical and horizontal levels. We use MongoDB Atlas, Amazon EC2/S3, K8s, Serverless, API Mgmt f.e. A modern workplace with offices in Stockholm, Sweden and in Barcelona, Spain and most recently Münich, Germany. We work with trust and we trust you, you will have a great opportunity to work, evolve and be a central part of our company and our platform that enables the gig-economy. Our company uses Lean Startup as the foundation for innovation. We use API First as a way to create exponential growth in development. We aim to automate everything, so you can focus on coding, not the boring stuff. We collect data, the more the merrier. We focus on our customers, our partners and our employees. We work in teams as a team."
Senior Frontend Engineer - 116 46 Stockholm - Indeed.com,"React Typescript Data visualisation Bespoke CMS/back office tooling UX/UI design decisions, to realise functional specifications and design guidelines UX/UI testing"
Frontend Developer - Stockholm - Indeed.com,Have a curious mindset Be triggered by challenges Enjoy learning new things Take ownership of the things you and your team own Have React experience
Frontend Developer - 113 53 Stockholm - Indeed.com,"A flexible and positive mindset as well as strong team spirit Proven knowledge and at least 2 years of work experience in writing, releasing and maintaining web and mobile applications using the following techs:JavascriptReact and/or React NativeAWS Serverless Technologies Javascript React and/or React Native AWS Serverless Technologies"
Frontend-utvecklare / webbdesigner inom e-handel - 111 36 Stockholm - Indeed.com,"Goda kunskaper inom HTML/HTML5, CSS och JavaScript. Erfarenhet av arbete med e-handel, hemsidor eller webbshopar. Erfarenhet av Windows-miljö samt designmjukvara som Figma, Photoshop eller motsvarande. Erfarenhet av att bygga webbgränssnitt baserat på CSS-ramverk och externa JavaScript-bibliotek. Kan uttrycka dig väl i tal och skrift på svenska och engelska."
Frontend Developer - 120 30 Stockholm - Indeed.com,"Javascript React/React Native Redux Node.js Azure Solid coding ability in Javascript Experience with advanced JavaScript libraries and frameworks Experience with RESTful APIs and commercial product development Experience for writing clean and testable code Experience with Agile/XP practices (Pairing, TDD, BDD, Continuous Integration, Continuous Delivery"
Frontend developer | Warehouse Management System - Malmö - Indeed.com,"Frontend development in Javascript, react Rewrite code from bootstrap to one of the Javascript, react. Participate in design and code reviews. Build efficient and reusable frontend abstractions and systems. Identify and address performance bottlenecks. Identify areas of improvement and proactively implement those with your team. Facilitate effective communication between your team and other business units. At least 2 years experience within JavaScript You have experience with at least one Javascript frameworks, such as React, Vue.js or similar. BS or MS degree in Computer Science or a related technical field desirable. Fluent in English since this is our corporate language (only applications in English will be considered) Great personal and internal career development A culture that incorporates our values of trust, freedom, and responsibility Flexible work environment Driven and passionate international colleagues Yes, we really do speak English here, it is our corporate language A generous employee discount Barista coffee, veggies, and fruits for all, and Friday socials Milestone celebrations Wellness allowance and sports activities Onsite masseuse and medical doctor Competitive compensation and pension package"
Frontend Engineer (React) - 120 30 Stockholm - Indeed.com,"Develop and maintain front-end for web and mobile Implement and iterate on UIs for new features Test, implement and suggest UX improvements Improve code structure and architecture in service of testability and maintainability, and ensure the web stack stays up to date and best practices SPA, Micro frontends NodeJS GraphQL Docker AWS Anticipates problems, sees the big picture and identifies solutions Generates innovative ideas and solutions that address customer’s needs Enthusiastic and positive even in tough situations Last but not least, you are a great team player"
Frontend Developer - Sverige - Indeed.com,"At least 3 years professional experience with React, Redux Experienced working with any cloud based applications is great Music production experience OR a very keen interest in Music / Music Production"
Frontend Engineer - 412 63 Göteborg - Indeed.com,"Preferably +3 years’ experience from React and/or Javascript development in an agile environment Solid experience in frontend testing HTML & CSS Experience from some of the following:TypescriptGraphQLAccessibility Typescript GraphQL Accessibility A collaborative team and a culture of trust and autonomy A modern office with the possibility of a flexible working setup Huge possibilities to learn new things and lots of opportunities for personal development Great benefits like massage, personal trainer and padel lunches The best colleagues ever A broad product and technology set ranging from B2B SaaS platform to Consumer apps and Hardware A scaling challenge with a product already in use by more than a million racket sports players and expanding rapidly internationally The possibility to be part of shaping our engineering culture following our move to cross functional teams and as part of our roadmap to upgrade our platform architecture"
Junior frontend-utvecklare - Linköping - Indeed.com,"webbtekniker så som HTML, CSS och Java-script Javscript-ramverk som Angular, React eller Vue"
Frontend Developer - 211 35 Malmö - Indeed.com,"Solid skills in JavaScript, HTML5 and CSS3 Professional experience with JavaScript frameworks (e.g. React, Redux) Used Module Bundlers (webpack or similar) Good knowledge of source control (Git, Bitbucket) Worked with agile methodologies Experience with designing APIs Understanding of the UI and UX of web applications Experience from working in the betting or gaming industry and/or the mobile domain Java and Spring Linux and NoSQL databases (MongoDB) Docker and Kubernetes Awesome colleagues that will have your back anytime! Hybrid working with flexible work hours Great yearly wellness allowance and a free workout hour every week Generous pension and insurance package"
Frontend-utvecklare - 583 30 Linköping - Indeed.com,HTML & CSS (SASS/SCSS) Javascript/Typescript Vue/React REST Webpack
Frontend Utvecklare - Stockholm - Indeed.com,"Välja vilka uppdrag du vill ta, och vilka du tackar nej till. Möjlighet att lägga arbetstid på kompetensutveckling. Jobba hemifrån eller där du känner dig som mest produktiv och bekväm. Frihet under ansvar. Jobba med alla möjliga tekniker, vi väljer alltid det som är bäst för kunden och uppdraget. Givetvis får du möjlighet att lära dig nya tekniker och moderna ramverk. Konkurrenskraftig lön med möjlighet till bonus. Möjlighet att jobba på 45 kontor över hela världen. Ett smörgåsbord av events, kompetenscirklar och kompetensluncher att delta i. Plus yoga, innebandy, konferensresor och mycket mer. Här kan du få en inblick i livet på Valtech."
Frontend-utvecklare till en av Sveriges bästa arbetsgivare - 553 20 Jönköping - Indeed.com,Du är van med att arbeta i agila projekt Har ett intresse för UX-design (och ett öga för detaljer!) Intresserad av ny teknik Minst 5 års erfarenhet av frontend-utveckling Du har minst 3 års erfarenhet av att arbeta med UX-design HTML & CSS (SASS/SCSS) Javascript/Typescript Vue/React REST Webpack
"Frontend E-commerce Developer, Borås/Remote - 504 64 Borås - Indeed.com","Strong written and verbal communication skills in Swedish and English 2+ years of experience in Frontend Development Experience in JavaScript. including concepts like asynchronous programming, closures and ES6/7 Good knowledge in the foundations of Frontend Development like HTML5, CSS3, JavaScript and Typescript Experience in ReactJS or similar frameworks Knowledge in building user-friendly JavaScript/CSS applications."
"Systemutvecklare, frontend/Vue.js - Stockholm - Indeed.com","Webb- och SAASutveckling av nya och befintliga webbaserade tjänster Att bygga vidare på ”Kliniken 3” - ett egenutvecklat journalsystem Skapa nya spännande e-tjänster för framtidens sjukvård Leverera systemintegration, webblösningar och applikationsutveckling åt våra kunder Basen för utvecklingarbetet är frontend i Vue.js mot en backend i Python/Django samt databas i MariaDB och MySQL …är en riktigt vass programmerare …kan visa upp prov på egen välskriven applikationskod …har goda kunskaper i frontendutveckling i JavaScript och CSS3 …har lätt för att lära och ett stort teknikintresse …behärskar god svenska och engelska i tal och skrift …har jobbat inom vården under ett antal år och förstår dess verklighet …behärskar tekniker som Vue.js, Python, Jest och SASS …har erfarenhet inom testdriven utveckling …har grundläggande kunskaper inom C#, WordPress, Docker eller Kubernetes …för in någon ny spännande kompetens som vi inte vet att vi saknar idag …bidrar till mångfalden på vår arbetsplats"
Senior Frontend Engineer - Solna - Indeed.com,"React JS Typescript & Redux HTML, CSS, and SASS Testing libraries (Jest, Cypress, Selenium) CI/CD Pipelines (CircleCI, Jenkins) NodeJS Coaching junior developers Knowledge of Container / Orchestration tools: Docker, Kubernetes, NATS"
Web/Frontend developer - 111 44 Stockholm - Indeed.com,"A solid understanding of HTML, CSS, Typescript, React, and Node Experience of working with modern PHP and related frameworks Experience of working with designers and collaborating on frontend design Experience working in agile development environments Passion for creating great user experiences Knowledge about cryptocurrencies or blockchain Knowledge of FinTech and Payment"
Experienced IT Architect for frontend - IBM CIC - Sundsvall - Indeed.com,"You are proficient in modern web and frontend development, its architecture, techniques and tools as well as frameworks and concepts, ways of working to support our customer’s movement in their digital transformation journey. The role includes developing reference architecture, concepts and patterns and technical plans for the architectural domain. You will be working towards system developers, business developers and managers throughout our client’s organization. The architecture should lead to good business value and you are always familiar with the client's needs, strategies, aims and goals to deliver good outcomes as well as keeping up to date with new trends in the domains of software development and infrastructure. an academic degree or equivalent knowledge / experience in the field of computer science experience in modern software web development technologies experience working as an IT solutions architect, as a lead frontend developer or as a software architect many years of experience in agile system development good leadership skills, you are comfortable making decisions, driven and resourceful good communication skills in both speech as well as writing in both Swedish and English in web development techniques and languages such as Vue.js, HTML5, SASS, TypeScript, Web components and more working as an IT infrastructure architect working as a UX-designer and/or Requirements Analyst with container based software platforms and micro services techniques with test automation working as a full-stack developer"
Frontend Architect - 120 32 Stockholm - Indeed.com,"Have approximately 5 years of experience with frontend development Be highly experienced with Javascript (preferably Vue.js) Have been involved in bigger frontend projects and created a uniform, yet creative frontend/design Have a passion for driving change, setting the structure, and sharing knowledge across teams Professional proficiency in English The opportunity to grow with a Swedish tech company An exciting role with ownership for the frontend strategy Great compensation for great work A flexible workplace with a remote hybrid policy, and a social HQ office by the water, close to Södermalm in Stockholm"
Systemutvecklare frontend och backend - 702 11 Örebro - Indeed.com,Alla utvecklare har en Lab Day efter varje release Möjlighet till utvecklarkonferenser både med teamet och individuellt Tillgång till utbildningsmaterial i Pluralsight
Vue/Frontend Developer - 111 27 Stockholm - Indeed.com,"Develop user-facing features by bringing UI/UX designs into life Optimize our frontend for maximum speed and usability Build robust, safe and maintainable code Collaborate with other team members and stakeholders Get things done 3+ years of professional experience of software development Well-versed in modern web development, HTML, and CSS JavaScript savvy with professional experience of JS frameworks such as Vue.js, React or Angular Experience of using Git Structured problem solving skills with the ability to see where there’s room for time saving simplifications Team player that put others’ success before their own Used to take responsibility for their own work but at the same time be able to see to the needs of the team Fluent in English AWS or similar cloud solution experience Experience of backend development, preferably Ruby on Rails and PostgreSQL Familiar with agile development methods like Scrum, Kanban, or similar Experience with working close to expertise in UX/UI development Swedish skills (no requirement) Join a fun, supportive and close-knit team Receive a competitive salary Be involved in key projects right from the get-go Have the opportunity for career development and growth"
"Frontend developer - Stockholm, Sweden - 111 21 Stockholm - Indeed.com","2-4 years of similar experience Experience from Windows, Linux, JavaScript, .NET, React, SQL Good knowledge about web servers and UX Experience from working with cloud services such as AWS. Experience with converting deprecated languages to newer such as React"
Frontend - React (Remote/Worldwide) - Sverige - Indeed.com,"A great project in a fast-growing start-up, which is revolutionizing last-mile delivery in major European cities (London, Paris, Madrid, Barcelona, Lisbon, etc). A place where you'll grow and build a successful career being part of a unique Team, both human and professional. Collaborative work environment, we are passionate about new ideas and suggestions. Very experienced people to work with. We want you to feel inspired by us, and us inspired by you. Flexible and fully remote work schedule. A minimum of two yearsReactframework experience. Redux / React Native is a bonus. TypeScriptexperience highly desirable. Functional languages e.g. Erlang, Haskell, Clojure, Elm... are a plus. UX/UI experience also desirable. Remotely option Remote ok... but from where? WORLDWIDE"
Create sports at the forefront as a Frontend Developer - 113 58 Stockholm - Indeed.com,"Experience in working with services based on AWS. Knowledge of work with multi-platform development, for example, React Native and/or Flutter. Experience in developing mobile applications for iOS and Android."
Frontend Developer - 211 19 Malmö - Indeed.com,"Developing and releasing new product features in Angular Refactoring existing code and conducting code reviews Troubleshooting and fixing product issues Writing unit tests Typescript/Angular10+ Writing reactive components and services based on the RxJS library Github, Codeship, Jira, Confluence, SOLID, Git, Gitflow JSON based REST APIs Knowledge of functional and object programming"
Frontend Engineer - Malmö - Indeed.com,"Deliver a cohesive user experience by building empathy for our users and understanding what they want to achieveDeliver scalable, testable, maintainable, and high-quality codeMake and influence key architectural decisionsOptimize, test, and continuously improve our productImprove engineering developer efficiencyWork closely with product managers and other engineering teams to solve interesting problems You have several years of experience building frontend applicationsYou have strong experience with modern JavaScript skills (React, Redux, Typescript) and are proficient in modern CSS practicesYou have a sense for great UI/UXYou have experience with testing libraries (e2e, component, unit)You have a growth mentality, are curious and not afraid to be experimental.You share your ideas and continuously improve yourself and the team around you You have experience working with GraphQLYou have experience building administrative or operational GUIsYou have experience with user customizable UIs (grids, dashboards, widgets)You have experience with graph databases, particularly Neo4j!You have created an open-source project and you are still an active contributorYou have experience with public speaking and/or writing Plenty of autonomy and responsibility in a workplace that values creativity and personal initiativeContinuous learning A truly international team of talented, fun and helpful colleaguesExplore, work and implement some of the most exciting and new technologiesFlexible remote working solution - working from the office and from home in a balance that works for youCompetitive salary and equity Sweden, Malmö#LI-AO1"
Frontendutvecklare inom E-handel - 503 38 Borås - Indeed.com,"Minst tre års erfarenhet inom webutveckling med fokus på frontend, dvs HTML5, CSS3, javascript och gärna erfarenhet från ett av de mer kända ramverken såsom React eller Vue. Du förstår hur man använder REST-baserade APIer och gillar eller vill lära dig mer om graphQL. Har du tidigare erfarenhet av e-handelslösningar och e-handelsplattformar, exempelvis Magento, är det mycket meriterande precis som kunskaper inom SEO, SEM eller CRO men det är inte ett krav."
Frontend Developer - 111 38 Stockholm - Indeed.com,"Build digital experiences for Estrid and other brands under the Estrid umbrella Invent components and tooling together with the rest of the development team to build our ECom platform Establish and enact good practices for a safe, scalable, and reliable platform Work day-to-day with a broad range of incredibly talented people from product, design, writing, finance, accounting, legal, customer service, and more You’ve worked building and maintaining production apps in React, Vue, or similar You're comfortable building while product definition and designs are being determined You make quick, pragmatic decisions to foster progress over perfection Experienced in working with an agile development methodology. Ideally, you have worked with Nest.js or Next.js and Storyblok (or other headless CMS systems) before Experience from designing and executing on developer experiences would be amazing"
title,requirements
Frontend Engineer - Malmö - Indeed.com,"Deliver a cohesive user experience by building empathy for our users and understanding what they want to achieve Deliver scalable, testable, maintainable, and high-quality code Make and influence key architectural decisions Optimize, test, and continuously improve our product Improve engineering developer efficiency Work closely with product managers and other engineering teams to solve interesting problems You have several years of experience building frontend applications You have strong experience with modern JavaScript skills (React, Redux, Typescript) and are proficient in modern CSS practicesYou have a sense for great UI/UX You have experience with testing libraries (e2e, component, unit) You have a growth mentality, are curious and not afraid to be experimental. You share your ideas and continuously improve yourself and the team around you You have experience working with GraphQL You have experience building administrative or operational GUIs You have experience with user customizable UIs (grids, dashboards, widgets) You have experience with graph databases, particularly Neo4j! You have created an open-source project and you are still an active contributor You have experience with public speaking and/or writing Plenty of autonomy and responsibility in a workplace that values creativity and personal initiative Continuous learning A truly international team of talented, fun and helpful colleagues Explore, work and implement some of the most exciting and new technologies Flexible remote working solution - working from the office and from home in a balance that works for you Competitive salary and equity Sweden, Malmö #LI-AO1"
Frontendutvecklare inom E-handel - 503 38 Borås - Indeed.com,"Minst tre års erfarenhet inom webutveckling med fokus på frontend, dvs HTML5, CSS3, javascript och gärna erfarenhet från ett av de mer kända ramverken såsom React eller Vue. Du förstår hur man använder REST-baserade APIer och gillar eller vill lära dig mer om graphQL. Har du tidigare erfarenhet av e-handelslösningar och e-handelsplattformar, exempelvis Magento, är det mycket meriterande precis som kunskaper inom SEO, SEM eller CRO men det är inte ett krav."
Web Developer (Frontend / Fullstack) - 211 19 Malmö - Indeed.com,"Bachelor's degree in Web development or related field, or relevant experience. Have strong expertise in modern frontend technology (responsive design, cross-browser development), frameworks and libraries like Angular, React and Vue. Experience working with website CMS. Knowledge about Umbraco CMS and Episerver/Optimizely is a plus. Knowledge and experience of backend development (.NET, C and SQL) is a plus. Experience with GIT/GitHub, Azure DevOps and Trello is a plus. Keeping up to date with new frameworks, languages and libs Deciding when to use what, always with the end-product in mind Co-creating an awesome user experience together with UX experts Co-work and code review with your fellow developer colleagues Measuring the performance of what you build continuously Join one of the leading digital agencies in the Nordics. Monthly Hack-days! Join a culture where you’re encouraged to“Fail fast, laugh and learn”- this is your springboard to test the ideas you always wanted to! Join a team of 25 local colleagues constantly developing and adapting their knowledge with the digital change sharing and collaboration has always been key to our team’s success! Learn from the best digital marketing professionals in the industry, be challenged and widen your network throughout the Nordics with your 170 Nordic Morning colleagues. Collective bargain agreement, wellness grant and an amazing sea view from your office based on the 7th floor in the Studio house. Flexible work setup - come in to collaborate. It’s simple really!"
Frontend-utvecklare till ICA Sverige - Solna - Indeed.com,Utveckla Frontend funktioner inom portalen MinButik Ansvara för att vi har gemensamma och funktionella komponenter som är användbara inom hela MinButik Stötta kollegor som integrerar sina ’appar’ i MinButik Underhålla plattformen och leda plattformen vidare till nya nivåer.
Frontend Developer - 582 16 Linköping - Indeed.com,"Write code that is clean, reusable and testable Craft intuitive and beautiful user interfaces that create value for our users Collaborate with other developers, designers, product owners and data analysts to build the right user experience for each customer category and use case At least 3 years of experience creating web applications using Node.js, React and TypeScript Experience in working with GraphQL Knowledge of common design patterns and algorithms and familiarity with different types of application architectures A passion for gaming (we take our dragon-slaying very seriously) Professional experience with Next.js Knowledge of Jest, Jasmine, Enzyme or equivalent test frameworks Experience with Cypress or other end-to-end testing frameworks Experience working with gRPC"
Frontend Developer - Solna - Indeed.com,Have some years of frontend development experience and to be known by your colleagues as an extremely good programmer. Take initiatives to solve problems and always try to find the best solutions. Be fluent in:ReactAngularJsAzure React AngularJs Azure Backend experience (.NET C) Design experience (Colour and pictures) User friendly flow Azure DevOps Tools for user analytics Bootstrap NPM Communicate both in Swedish (advantage) and English. Master of Science degree or equivalent. 5+ years’ experience of frontend development A chance to build stuff that people really use and make a difference within the green tech industry. A great learning environment in a supporting team. Getting stimulating programming challenges every day. A high-paced environment in a fast-growing company.
Frontend-utvecklare till digital byrå i Stockholm - 120 30 Stockholm - Indeed.com,"Tolka teknisk kravspecifikation och diskutera fram bästa lösningsförslag Undersöka och tidsestimera implementering av specifika kundönskemål Utveckla varierade webbapplikationer i vanlig HTML/CSS/JS Utveckla varierade webbapplikationer i React/NextJS Omvärldsbevakning av ny teknik Ta ansvaret som tech-lead i flera projekt HTML CSS/SASS Javascript/Typescript React Contentful Storm Commerce Vercel, Netlify Du har 3+ års erfarenhet som frontendutvecklare Du har i någon mån erfarenhet av backend och kan tänka dig arbeta med .Net teknik till en viss utsträckning Du brinner för digital teknik och gillar att diskutera och dela med dig Du är ödmjuk, men ambitiös. Vill hela tiden bli bättre och vara med och göra oss bäst. Du är strukturerad i ditt arbete Du tycker om att arbeta i team Du tycker om ansvar och är bekväm med att göra teknikval Kollektivavtal med tjänstepension Benify förmånsportal Flexibilitet i att arbeta från kontoret och hemifrån Frukost på jobbet varje dag Personlig och kollektiv kompetensutveckling Stimulerande arbete blandat med fussball, TV-spel och AW’s Familjär företagskultur med många skratt och högt i tak Teamresor/byråresor med fokus på trivsel och att må bra!"
Frontend-utvecklare - Sundsvall - Indeed.com,"Rekommendera och utmana våra kunder när det gäller produktutveckling i allmänhet och frontend i synnerhet. Utveckling för allt från startups till globala företag – stor variation av utmanande och utvecklande projekt med mycket problemlösning. Tillsammans med kompetenta kollegor utveckla arbetssätt och bygga Osynlig framåt. Arbete med ramverk och bibliotek som React, React Native, Gatsby och Next.js, Svelte, Vue.js, Angular, Electron. vill vara med och utveckla vårt tekniska erbjudande och driva projekt ur en teknisk aspekt är noggrann, strukturerad och kvalitetsmedveten är tydlig och kommunikativ med både kollegor och mot kunder (såväl tekniska som otekniska) brinner för att hela tiden utvecklas och ta nya steg i din personliga utveckling 073-062 25 53 linda@osynlig.se"
Web/Frontend developer - 111 44 Stockholm - Indeed.com,"A solid understanding of HTML, CSS, Typescript, React, and Node Experience of working with modern PHP and related frameworks Experience of working with designers and collaborating on frontend design Experience working in agile development environments Passion for creating great user experiences Knowledge about cryptocurrencies or blockchain Knowledge of FinTech and Payment"
Frontend Developer - 784 33 Borlänge - Indeed.com,"Helen Toomik, Software Developer @ 13|37 Live and breath JavaScript with experience in ES6 + Have created web applications using React, Angular, Vue, or similar Write code that is clean, reusable, and testable Have a thirst for knowledge - always staying curious, keeping up-to-date, and sharing what you know! $ git commit (often) When you put a bunch of brilliant minds together, anything is possible. We always aim to work with projects that are technologically advanced and full of exciting challenges. We like to get involved with a project at an early stage - when we can influence and set high technology standards, infrastructure requirements and start our hardcore development process. We cover the entire product and service pipeline, from high-performance scalable backends to stunning interfaces for all devices - always with first-class quality and satisfied clients in mind. At the end of the day, what truly matters to us is the impact that we are able to create through technology; either for our clients or the community. Competence groups, code lunches, local and international conferences, and masterclasses are some examples of how we meet up, socialize and share knowledge within the organization. Some examples of our contributions to the community are our community conference leetspeak, live-streamed knowledge sharings, and hackathons. Combine all this with the freedom of having your own knowledge budget to be spent on conferences, additional tooling, education, licenses, or gadgets, along with a supportive family spirit on top of it all."
Frontend Developer - 125 30 Älvsjö - Indeed.com,"Work on developing frontend & interface on behalf of customers Work in common programming languages & frameworks within frontend Work with design At least 4 years' experience of working with front-end development At least 2 year vocational education with a focus on front-end or academic education such as Systems Science or Engineering English in speech & writing - because many of our customers demand it Swedish is nice to have Semantic HTML, CSS, SASS Javascript (Vanilla, VueJS or React JS), Git (or similar tools) Desirable: jQuery, AngularJS, Node.js, UX / UI, Backend Development, Webpack, Gulp, Jekyll, Liquid, Tumblr, Testomatization Is Driven & Passionate - because you will love tackling new projects and solving problems Is Creative - because it is a big part of the work as a front-end developer Is Social & Flexible - as a consultant you should be able to directly create value for the customer, and this is made easier if you have it easy for you to get into a team in a smooth way?"
Exicom söker Frontend-utvecklare - Sverige - Indeed.com,"Stor frihet under ansvar Flexibelt arbete på distans Korta beslutsvägar Goda utvecklingsmöjligheter Professionella kollegor Kontor centralt i Stockholm ReactJS MUI/Material UI, datagrid JSON, Html5, JavaScript, Typescript Jest och/eller liknande testing library Visual code Figma/Sketch Agil utveckling Bedrift24SevenOffice AS SøknadsfristSnarest Stillingstype:Heltid Bransje:Data - programvare og -utvikling Utdanningskrav:Bachelor Arbeidserfaring:2-5 år Ønsket Språk:Svensk Arbeidssted:Stockholm Land:SE Antall stillinger:1 karriere-kode:4502433 Se her for andre jobber fra 24SevenOffice AS Oppdatert 15.03.2022"
Frontend Developer within Design and Digital Experience - 417 55 Göteborg - Indeed.com,"A couple of years working with software development Experience in frameworks such as Angular, React, React Native, Node and/or Vue Like close collaboration with your end users Great communication skills in Swedish and English Flexible office alternatives Wellness allowance Work and life balance Parental leave bonus Collective agreement"
Frontend Developer - 111 30 Stockholm - Indeed.com,".NET Core NodeJS Python Angular React Swift Kotlin A 100% serverless microservice architecture built on AWS services including Lambda, DynamoDB, API Gateway and EventBridge Bounded and pragmatic contexts Managed services if no serverless (e.g Elasticsearch) Infrastructure as Code (CloudFormation & SAM) Observability (Kibana & CloudWatch for logs and Datadog for dashboards, alerts, and metrics) Analytics (BigQuery, Google Analytics, Google Optimize, GTM, and our own data from AWS) ML (we also use SageMaker in AWS) Datahem 3+ years experience in Frontend development Bachelor's degree Experience with modern JavaScript, preferably Angular, React or Redux with Typescript Experience in Git. You understand agile software development and engineering best practices and are keen to advocate these Good communication skills, written and verbal Advantageous if you have experience in AWS cloud services. Advantageous if you have experience in Continuous Integration/Continuous Delivery"
Frontend Web Developer - Unit 2 Games - Jobba hemifrån - Indeed.com,"Work with the Publishing Team to capture requirements, design, plan, and implement new pages and features across all of our websites (crayta.com, play.crayta.com, create.crayta.com, developer.crayta.com, api.crayta.com) Working with the UI team to maintain a consistent design language across the game and web Create and infer UI assets from key art and other references Identify and address performance bottlenecks Maintain and perform upgrades to our sites Ensure responsive design practices are adhered to at all times Experience building web applications Knowledge of HTML, CSS and SASS preprocessor Knowledge of JS and Typescript Experience with git version control Experience with React Knowledge of static site generators such as Jekyll Experience with Wordpress, including maintaining and customizing plugins Experience with Docker, npm Experience with Mercurial version control, Phabricator build tools A passion for videogames BS or MS degree in Computer Science or a related technical field"
Frontend Developers - 113 21 Stockholm - Indeed.com,"Design, build, and maintain web applications as part of a cross-functional team. Create robust and reusable UI components. Take initiative to improve quality across different aspects of frontend: accessibility, performance, consistency, maintainability, robustness, etc. Skilled in the core building blocks: HTML, CSS, and JavaScript. Proficiency with at least one modern component framework/library (Vue, React, Angular, standard Web Components). Responsive design is your default. Good knowledge of web standards and browser capabilities. A drive to stay up-to-date. A great office in central Stockholm — a meeting hub for colleagues from all around Europe. Flexible working conditions with options for remote work. Challenging work that we tackle together, helping each other grow along the way. A strong commitment to building the future of FinTech — human-centric and sustainable. With investments to back it up."
Frontend Web Developer internship - Sverige - Indeed.com,"Develop new user-facing features Build reusable code and libraries for future use Ensure the technical feasibility of UI/UX designs Optimize application for maximum speed and scalability Assure that all user input is validated before submitting to back-end Collaborate with other team members and stakeholders Suggest improvements when discovering flaws Proficient understanding of web markup, including HTML5, CSS3 Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery jQuery. Good understanding and knowledge ofJavaScript libraries and frameworks, such as AngularJS, KnockoutJS, BackboneJS, ReactJS, DurandalJS and jQuery. Good understanding of asynchronous request handling, partial page updates, and AJAX Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image. Familiarity with tools such as as Gimp or Photoshop is a plus. Proficient understanding of cross-browser compatibility issues and ways to work around them. Proficient understanding of code versioning tools, such asGit / Mercurial / SVN Good understanding of SEO principles and ensuring that application will adhere to them."
